E_fst,E_fst_elstat,E_fst_VdW,E_fst_SP,group_size,type_of_complex_in_group,E_snd_SP,avg_E_fst,avg_E_snd_SP,E_third,alt_E_third,E_third_SP,avg_E_third,avg_alt_E_third,avg_E_third_SP,is_real
3713.25,922.14,13758.98,-275.25,15,border,-206.11,3846.38,-223.23,-1754.31,-12.27,-158.73,-1703.7,-35.48,-190.37,No
3694.83,350.19,16804.06,113.18,24,border,0,3821.53,0,-1750.59,-42.73,0,-1328.42,-9.23,0,No
3994.55,2454.1,7230.85,-660.01,27,border,-567.92,4281.36,-477.26,-1746.38,-144.81,-505.57,-1477.88,-114.88,-514.62,Yes
3705.37,659.9,15131.66,-133.97,14,border,-73.64,3865.16,-115.73,-1732.39,0,-106.55,-1581.18,0,-123.08,No
3734.94,1819.61,9500.49,-106.62,17,border,-34.87,3783.72,0,-1727.86,-91.08,-29.97,-1696.48,-73.36,-25.35,No
3847.09,1317.38,12416.6,-324.75,17,border,-159.1,3850.15,-212.12,-1709.91,-11.98,-177.08,-1582.96,-11.77,-164.36,No
3712.24,1335.82,11546.99,-469.11,18,centroid,-400.59,3760.75,-290.36,-1694.39,0,-293.83,-1544.52,0,-307.83,No
3872.37,815.44,15354.46,97.72,17,border,0,3803.78,0,-1645.77,0,0,-1645.77,0,0,No
3988.34,860.28,15482.21,-221.35,14,centroid,-155.94,3871.03,-158.79,-1610.56,0,-61.67,0,0,-133.36,No
4638.29,1702.82,14219.82,-640.53,17,border,-524.11,4839.29,-606.59,-1598.7,0,-447.46,0,0,-554.63,Yes
4003.47,2434.71,7399.38,-622.23,20,border,-472.72,4387.18,-494.84,-1565.38,0,-361.55,-1565.38,0,-361.55,Yes
3825.06,966.31,14519.39,315.89,18,centroid,0,3950.89,0,-1537.55,0,0,-1106.0,0,0,No
3773.27,1615.24,10675.53,-160.48,14,centroid,-144.86,3872.71,-195.31,-1533.69,0,-146.66,-1533.69,0,-146.66,Yes
3706.7,73.11,18562.53,552.41,15,border,0,3977.43,0,-1521.81,0,0,-1373.81,0,0,No
4449.07,2847.95,7446.72,-782.39,16,middle,-651.59,4043.34,-616.54,-1485.42,-2.58,-558.93,-1423.34,0,-578.65,No
3869.07,2090.39,8691.98,-282.0,13,middle,-223.36,3958.2,-201.16,-1447.84,-77.87,-138.83,-1224.83,-26.64,-123.7,No
3899.77,1635.74,11150.67,-237.28,18,middle,-252.37,3835.92,-261.03,-1393.2,0,-164.46,-1219.48,0,-207.73,No
3816.46,431.25,17105.94,251.87,17,middle,0,3967.22,0,-868.11,0,0,-868.11,0,0,No
4019.24,1333.98,13114.79,-436.08,16,middle,-270.92,4016.83,-235.98,-848.89,0,-251.38,-848.89,0,-251.38,No
4300.83,461.53,19117.28,-110.93,15,centroid,-76.25,4190.58,-125.73,-2144.7,-99.87,-124.57,-1651.83,-2.19,-79.74,No
3943.99,2130.72,8969.26,-135.93,13,border,-76.52,4123.38,-75.57,-2110.23,-7.65,-67.11,-1763.51,0,-116.63,No
3952.86,203.43,18752.45,7.47,14,border,0,4264.3,-257.76,-2068.8,-11.33,0,-1901.79,-39.01,-54.37,No
3912.21,338.8,17948.06,113.41,14,border,0,4448.11,0,-2058.45,-10.48,0,-1856.94,0,0,No
4007.35,1181.47,13907.19,-311.04,14,border,-219.34,4227.93,-320.25,-2057.12,0,-200.07,-1638.96,0,-249.83,No
4186.06,899.64,16188.86,-340.54,16,border,-212.84,4050.28,-310.21,-2052.8,-34.92,-178.28,-1769.98,0,-228.83,No
3955.67,521.65,17333.39,228.58,14,centroid,0,4165.81,0,-2038.23,-105.04,0,-1777.66,-70.71,0,No
4265.53,396.0,19352.83,7.2,16,border,0,4489.32,-88.07,-2032.92,-58.84,0,-1926.57,-35.83,-58.91,No
4726.57,627.86,20457.65,-50.21,20,centroid,-24.84,4250.56,0,-2010.27,0,0,-1759.17,0,0,No
4151.1,415.47,18540.67,-192.48,19,centroid,-143.51,4252.11,-164.04,-2008.69,0,-74.77,-1892.94,0,-79.27,No
4037.43,1385.13,13387.27,176.13,15,border,0,4115.54,0,-2008.56,-50.98,0,-1773.33,-36.04,0,No
4244.96,925.02,16321.57,-389.42,13,middle,-269.85,4128.44,-342.5,-2007.61,-104.07,-239.11,-1738.58,-64.16,-220.19,No
3976.05,53.4,19536.77,-107.01,15,border,-16.87,4447.06,-186.14,-2004.47,0,-20.23,-1793.94,0,-90.55,No
4219.57,804.88,17046.48,-37.77,14,middle,-16.51,4524.29,-48.6,-2002.88,-64.1,-39.57,0,0,-5.45,No
4076.9,344.46,18527.28,-188.87,15,middle,-85.58,4209.28,-178.19,-2002.83,-2.45,-81.96,-1934.84,-12.05,-108.95,No
5535.67,1359.82,20728.14,-211.59,15,centroid,-202.96,5323.23,-216.29,-2000.62,-89.24,-122.35,0,0,-255.28,No
4466.32,825.64,17917.72,-399.97,14,middle,-293.43,4580.49,-343.53,-1998.78,-10.52,-264.48,-1746.51,-10.27,-275.61,No
4181.74,1622.62,12400.77,-552.75,18,middle,-361.26,4418.11,-389.84,-1994.62,-18.62,-363.41,-1968.77,-13.82,-353.46,No
4610.23,1940.63,13422.46,104.19,14,centroid,0,4410.58,0,-1990.02,-102.9,0,-1850.55,-70.97,0,No
4568.91,1120.72,16981.06,-363.85,17,border,-148.51,4493.69,-156.66,-1986.52,0,-173.67,-1569.16,0,-157.82,No
4409.45,1447.09,14425.49,-540.85,17,middle,-445.12,4385.92,-343.4,-1983.73,-19.2,-370.5,-1909.58,0,-324.54,No
4587.39,1435.42,15800.4,56.77,16,centroid,0,4285.9,0,-1982.38,-66.03,0,0,0,0,No
4405.18,1290.41,15282.97,-407.21,13,middle,-271.04,4279.49,-196.51,-1980.47,-39.16,-173.89,-1749.44,-2.74,-151.27,No
4136.61,1865.35,11133.57,-311.84,28,centroid,-80.7,4057.78,-76.58,-1967.38,-34.13,-63.03,-1789.3,-29.21,-105.83,No
4016.27,297.59,18422.74,-238.87,14,border,-178.83,4346.26,-165.54,-1965.3,0,-166.49,-1685.18,0,-135.08,No
3908.15,301.4,17984.0,-69.7,17,centroid,-0.85,4050.84,-138.18,-1960.55,0,-39.78,-1827.15,0,-7.35,No
4061.75,734.58,16232.16,-565.19,21,centroid,-362.93,4098.13,-477.86,-1926.8,-6.7,-269.23,-1889.59,-8.57,-251.91,No
4047.3,561.49,17201.8,-318.14,17,middle,-165.32,4067.72,-271.6,-1926.64,-26.56,-190.91,-1492.45,0,-217.4,No
3878.41,539.82,16542.86,-210.08,15,middle,-85.62,4174.51,-44.42,-1906.8,0,-118.45,-1683.51,0,-48.69,No
4762.44,335.13,22135.97,-0.8,28,centroid,-7.41,4170.41,0,-1906.58,0,-47.71,-1786.96,0,-39.85,No
4784.05,1981.4,13499.86,-718.74,19,middle,-555.73,4320.92,-480.4,-1904.25,-31.73,-373.49,-1633.34,-5.37,-352.1,No
4041.45,267.97,19270.39,564.18,17,border,0,4243.64,0,-1901.09,-45.13,0,0,0,0,No
3897.12,760.54,15785.48,143.62,19,middle,0,4155.98,0,-1881.62,-18.18,0,0,0,0,No
3899.43,1044.66,14011.27,-367.58,19,middle,-290.12,4217.82,-189.0,-1880.95,-37.2,-276.65,-1780.58,-29.04,-244.71,No
4270.75,2081.68,10695.58,-349.64,14,centroid,-216.18,4062.16,-281.47,-1870.16,-8.44,-144.91,-1762.65,-6.59,-170.37,No
4041.32,622.92,16989.12,-144.0,14,middle,-60.58,4397.49,-46.78,-1863.25,0,-9.5,-1508.15,0,-35.03,No
4123.11,-149.6,21393.15,41.46,17,centroid,0,4215.14,0,-1857.02,0,0,-1800.16,0,-43.64,No
3934.29,302.14,18268.17,150.38,45,border,0,4114.27,0,-1853.34,0,0,0,0,0,No
4534.27,445.82,20410.47,-44.49,15,centroid,0,4511.36,0,-1842.0,-10.24,0,-1732.32,-18.38,-13.45,No
3962.09,426.82,17597.16,-110.9,16,middle,-53.75,3951.76,-51.52,-1840.42,-63.82,-10.56,-1500.81,-32.46,0,No
3973.02,381.1,17960.19,0.78,14,border,0,4149.4,-0.08,-1835.7,0,0,-1443.27,0,0,No
3931.29,853.76,15320.18,-94.46,17,border,0,4094.7,-29.17,-1833.08,-27.12,-11.2,-1666.17,-22.8,-8.99,No
4101.92,872.97,15795.57,-488.82,19,centroid,-349.9,4445.39,-390.9,-1831.34,0,-394.32,-1419.35,0,-331.63,No
4207.17,386.87,18962.16,-195.04,17,border,-70.5,4070.93,-75.78,-1830.98,0,-75.6,-1496.42,0,-46.5,No
4513.87,406.4,20699.49,226.95,22,centroid,0,4244.54,0,-1829.09,-59.09,0,0,0,0,No
4182.03,384.15,19191.15,282.47,22,middle,0,4083.09,0,-1826.42,-84.44,0,-1772.4,-79.34,0,No
4218.82,1229.61,14604.99,-477.47,15,border,-200.68,4312.45,-157.77,-1813.8,0,-148.72,-1604.34,-1.7,-134.78,No
4494.02,1221.03,16211.14,-215.31,14,centroid,-166.16,4224.46,-168.55,-1812.7,0,-68.65,-1656.83,0,-43.81,No
4039.36,363.44,18214.15,-231.58,17,middle,-210.53,4136.89,-204.85,-1808.62,0,-188.79,-938.59,0,-197.16,No
4335.09,186.24,20579.38,-230.81,13,centroid,-130.4,4183.15,-103.0,-1807.19,0,-120.85,-1621.69,0,-49.37,No
4255.31,91.54,20776.0,-60.01,15,centroid,-23.34,4626.69,-106.09,-1804.64,0,-8.22,-1612.92,0,-84.34,No
3985.48,443.33,17591.64,-166.75,21,border,-63.16,4047.59,-29.49,-1801.34,0,-37.5,-1537.62,0,-44.35,No
4207.89,1003.19,16044.69,29.69,14,centroid,0,4275.7,0,-1796.92,0,0,0,0,0,No
4448.96,-61.5,22657.44,147.19,19,centroid,0,4378.41,0,-1789.75,-28.75,0,-1748.1,-26.76,-6.97,No
4138.26,566.13,17617.16,-340.86,16,centroid,-149.06,4070.32,-167.93,-1784.78,0,-193.91,-1530.93,0,-203.76,No
4535.76,372.15,20760.76,-80.22,13,centroid,-67.09,4367.97,-26.51,-1769.58,-69.66,-40.78,-1566.71,-32.03,-34.47,No
4249.95,551.66,18353.98,-192.47,27,centroid,-70.39,4390.4,-29.78,-1767.77,0,-76.17,-1664.36,0,-41.39,No
4320.31,1099.06,15932.79,-242.81,15,middle,-170.05,4356.67,-158.7,-1766.75,0,-137.3,-1615.56,0,-147.2,No
3948.71,99.41,19383.25,191.47,17,border,0,4221.35,0,-1765.53,-7.25,0,-1540.53,0,0,No
4246.08,1005.72,15973.29,-319.91,13,centroid,-213.33,4216.38,-377.86,-1758.25,0,-208.1,-1709.02,0,-272.36,No
4315.68,516.81,18901.78,-129.59,14,centroid,-49.7,4312.86,-107.07,-1738.56,-7.32,-62.01,-1082.93,0,-129.86,No
4165.04,2478.12,8147.69,-401.63,13,middle,-303.56,4180.62,-267.4,-1736.14,-20.56,-252.88,-1518.23,-7.73,-256.12,No
4490.15,965.4,17350.56,-382.44,20,centroid,-208.86,4208.86,-172.39,-1735.61,0,-139.22,-1719.15,0,-132.26,No
4174.73,-342.27,22650.75,92.09,15,border,0,4382.73,0,-1734.88,0,0,-1608.16,0,0,No
3970.58,736.74,16257.48,123.62,14,middle,0,4025.86,0,-1731.69,-7.0,0,-1479.3,-4.16,0,No
4214.34,1755.4,11703.99,-827.02,15,centroid,-630.72,4234.49,-536.08,-1730.89,-84.23,-435.51,-1403.9,-38.29,-430.12,No
3880.75,696.51,15899.47,-30.38,15,border,0,4008.04,-64.71,-1723.5,-27.93,0,-1422.59,-5.97,-6.7,No
4126.75,177.07,19795.88,66.51,23,border,0,4211.84,0,-1715.14,0,0,-1609.12,0,0,No
4285.48,204.06,20258.93,-207.49,27,middle,-183.86,4332.22,-191.38,-1707.83,0,-145.82,-1690.09,0,-63.84,No
4267.89,1771.74,12322.06,-222.16,13,centroid,-159.21,4005.32,-99.02,-1687.5,-31.9,-126.19,-1534.73,0,-79.4,No
4026.5,899.82,15704.46,99.53,15,border,0,4313.14,0,-1687.06,0,0,-1687.06,0,0,No
4368.64,854.67,17618.54,68.16,15,border,0,4286.8,0,-1665.25,0,0,-1645.44,0,0,No
4627.85,395.43,21141.46,-28.89,21,centroid,-24.56,4217.31,-166.97,-1659.22,0,-26.48,0,0,-131.08,No
4906.63,2475.49,11470.39,-959.44,14,centroid,-713.83,4319.97,-504.13,-1656.67,0,-552.76,-1490.18,0,-483.24,No
4729.43,1861.97,13965.5,-520.56,21,middle,-371.13,4697.11,-272.78,-1646.16,-69.34,-234.81,-1180.45,0,-226.81,No
3908.15,1281.01,12958.89,-247.56,14,centroid,-153.55,4087.09,-37.48,-1643.36,-44.55,-114.17,-1516.17,0,0,No
4615.3,1842.11,13442.57,-592.7,13,middle,-413.57,4329.4,-317.19,-1638.16,-25.32,-285.7,-1445.72,0,-270.75,No
4875.55,2135.67,13050.2,-908.88,14,border,-615.65,4374.67,-430.97,-1638.14,0,-460.59,-1484.73,0,-347.25,No
4929.94,665.12,21196.88,-178.11,18,centroid,-76.51,4315.51,-52.35,-1628.39,0,-67.82,-1554.33,0,-36.8,No
3934.84,605.82,16763.52,165.77,17,border,0,4087.81,0,-1611.88,0,0,-1200.59,0,0,No
4089.38,465.8,17838.11,-391.7,21,border,-261.96,4148.28,-236.5,-1576.62,0,-252.14,-1541.16,0,-214.62,No
4152.24,1411.99,13614.56,-121.38,16,middle,0,4091.19,0,-1550.5,0,-38.48,0,0,-26.45,No
4199.84,2200.56,9828.4,-235.16,13,border,-101.85,4140.65,-113.02,-1549.72,0,-133.22,-1549.72,0,-133.22,No
4061.65,1879.6,10556.22,-495.64,16,middle,-448.68,4045.51,-317.25,-1542.34,0,-289.75,-1433.34,0,-324.26,No
4123.22,2020.03,9841.6,-944.11,19,centroid,-732.82,4240.31,-867.55,-1533.48,0,-576.5,-1533.48,0,-576.5,No
4201.25,213.87,19851.08,-120.13,15,middle,-87.02,4010.41,-27.45,-1527.34,-22.84,-93.47,-1379.16,0,-19.62,No
4757.11,875.81,19039.86,-513.26,15,middle,-346.47,4295.25,-381.52,-1515.16,0,-343.23,-1216.47,0,-358.13,No
4376.61,700.79,18511.06,184.77,15,centroid,0,4434.68,0,-1504.92,-19.78,0,-1415.72,0,0,No
4026.67,736.54,16319.62,-183.41,15,border,-145.17,4629.64,-160.91,-1498.38,0,-97.64,-1498.38,0,-97.64,No
4157.42,1251.25,14104.56,-596.78,15,middle,-453.48,4114.35,-488.96,-1487.34,-7.41,-333.74,-1379.98,0,-349.49,No
4360.73,1317.32,15010.49,-289.21,17,border,-230.98,4278.65,-194.39,-1431.86,0,-203.57,-1274.91,0,-188.83,No
4170.59,1181.11,14864.66,-115.85,14,border,-53.73,4205.94,-132.08,-1359.73,0,-8.11,-1342.75,0,0,No
4326.83,1732.49,12997.66,36.34,14,centroid,0,4201.95,-25.83,-1357.69,0,0,-1357.69,0,0,No
3879.27,1112.34,13500.3,-468.08,28,middle,-266.28,4046.19,-269.62,-1354.64,0,-248.53,-1017.69,0,-264.9,No
3907.62,1233.69,13530.98,225.86,31,border,0,4308.01,0,-1315.78,0,0,-1315.78,0,0,No
4599.2,1803.09,13960.41,-28.21,16,border,0,4294.08,0,-1292.98,0,0,0,0,0,No
3922.78,411.97,17353.65,-280.55,13,middle,-63.55,4028.49,-7.08,-1277.91,0,-43.17,-1277.91,0,-43.17,No
4012.96,393.26,17989.79,-152.2,18,centroid,-61.64,4224.94,-66.33,-1258.83,0,-46.23,-1204.02,0,-82.16,No
4101.75,694.89,16895.16,-194.83,17,centroid,-46.02,4031.44,-81.65,-1222.94,0,-49.88,-1222.94,0,-49.88,No
5962.4,3892.82,9356.28,-1388.27,15,centroid,-1039.81,5829.34,-994.71,-23023.89,-75.06,-929.31,-22706.27,-81.39,-890.0,No
5637.05,4382.55,5294.85,-1368.67,20,centroid,-1083.76,5872.95,-1083.02,-22891.2,-100.5,-1003.82,-21031.59,-56.25,-945.51,No
5701.37,2966.13,12952.8,-1012.8,17,centroid,-770.21,5981.36,-770.64,-22546.89,-30.53,-662.48,-21602.81,-27.98,-697.87,No
6010.99,3405.48,12369.99,-920.63,16,border,-700.98,5938.57,-841.75,-22508.61,-66.59,-728.27,0,0,-795.94,No
5684.88,2746.77,14282.77,-570.85,14,border,-396.01,6029.77,-440.38,-22394.64,-3.41,-314.19,-22394.64,-3.41,-314.19,No
5879.66,4450.44,6651.1,-693.03,13,border,-435.46,5983.36,-422.24,-22355.14,-137.41,-353.18,-22355.14,-137.41,-353.18,No
5620.81,3324.17,10839.89,-900.66,17,border,-672.85,5909.73,-681.64,-22272.45,-16.47,-637.62,-22272.45,-16.47,-637.62,No
5675.06,2362.16,16058.59,-708.26,19,centroid,-492.51,5780.64,-512.72,-22210.14,0,-464.35,-21532.63,0,-518.65,No
5959.52,3624.4,10791.15,-1238.25,15,centroid,-892.87,6160.94,-913.06,-22208.2,0,-869.1,-22208.2,0,-869.1,No
6468.99,3385.92,14678.31,-1031.84,18,middle,-819.65,6328.27,-645.9,-22137.64,0,-573.1,-21540.17,0,-521.29,No
5668.88,2878.07,13031.19,-1292.0,14,border,-964.17,5912.63,-1112.36,-22133.77,-4.5,-812.79,-21498.47,0,-839.6,No
6371.39,3728.23,12508.59,-990.09,25,centroid,-762.15,5934.09,-766.79,-22133.77,0,-674.76,-21046.06,0,-631.02,No
6400.71,2728.64,17956.92,-564.81,14,middle,-390.85,6460.62,-320.88,-22120.83,0,-295.09,-22120.83,0,-295.09,No
6394.65,4357.07,9697.51,-686.56,14,centroid,-443.58,6049.18,-420.65,-22091.73,-233.41,-385.83,0,0,-430.8,No
5742.63,3268.21,11816.01,-778.55,18,middle,-598.57,6090.36,-672.13,-22079.55,0,-541.34,-21089.41,0,-563.89,No
6283.02,3501.65,13225.57,-953.75,24,middle,-709.35,6054.43,-593.91,-22037.48,-42.84,-611.63,-21721.92,-29.59,-624.29,No
5958.35,3172.74,13007.2,-1289.24,18,middle,-971.5,6141.71,-911.28,-21958.17,0,-873.44,-21958.17,0,-873.44,No
5606.83,2730.93,13877.78,-702.42,19,border,-536.97,5771.02,-497.43,-21922.77,-22.69,-451.14,-20283.08,-13.72,-452.71,Yes
5770.63,2741.99,14506.19,-891.83,20,border,-659.46,5972.22,-794.75,-21664.7,-26.88,-630.68,-20058.3,0,-666.02,No
6201.62,4184.88,9258.2,-1155.74,15,border,-857.68,6230.55,-744.19,-21525.39,-10.59,-694.52,-21134.02,0,-642.96,No
5666.41,2070.72,17444.08,-748.11,19,centroid,-508.46,5890.14,-520.67,-21476.83,0,-438.26,-21476.83,0,-438.26,No
5682.33,2594.89,15254.59,-255.64,14,border,-156.09,6062.08,-332.06,-21461.45,-33.69,-172.96,-21218.22,-41.16,-239.74,No
6561.45,2958.56,17372.68,-898.48,20,centroid,-675.68,6016.6,-660.61,-21438.33,0,-560.11,-21438.33,0,-560.11,No
5652.91,3176.18,11514.09,-1217.37,17,centroid,-872.35,5935.68,-863.04,-21285.8,-58.72,-784.85,0,0,-809.12,No
5882.7,2574.92,15862.41,-947.07,24,middle,-702.51,5912.89,-695.42,-21204.98,0,-642.77,-20582.08,0,-639.77,No
6270.18,3810.21,11612.4,-962.45,14,border,-707.63,6275.94,-711.54,-20889.08,-50.19,-475.27,-20889.08,-50.19,-475.27,No
6189.99,3964.94,10212.83,-1277.42,18,border,-913.0,6073.77,-993.53,-20849.89,-4.78,-962.06,0,0,-993.8,No
5928.96,3560.96,11284.98,-777.02,30,border,-511.28,5866.65,-570.73,-20807.3,0,-513.64,-20807.3,0,-513.64,No
5986.62,3624.54,11236.47,-803.5,19,middle,-575.4,5915.79,-454.77,-20751.02,-85.91,-474.75,-20751.02,-85.91,-474.75,No
6520.32,3807.86,13218.68,-481.06,16,centroid,-283.52,6048.63,-249.91,-20724.73,0,-170.42,-20724.73,0,-170.42,No
6225.86,4154.08,9601.59,-1060.24,15,middle,-780.91,5944.63,-880.5,-20683.64,-72.84,-723.99,-20683.64,-72.84,-723.99,No
5624.45,2250.75,16437.2,-603.83,17,centroid,-390.37,5747.04,-374.79,-20612.17,-75.69,-458.05,-20205.54,-37.04,-378.89,No
6739.11,3112.49,17556.74,-806.93,16,middle,-580.43,6384.71,-482.54,-20570.05,0,-440.31,-18932.5,0,-420.04,No
5769.19,4423.2,5816.0,-1279.5,23,middle,-972.52,5849.13,-896.98,-20536.95,-50.09,-881.85,0,0,-940.98,No
6325.15,2539.02,18696.98,-327.12,14,centroid,-145.74,6174.29,-151.66,-20467.11,0,-128.6,-20300.05,0,-126.49,No
5970.2,3841.33,9422.99,-1709.95,17,middle,-1271.26,5817.89,-1227.23,-20415.7,0,-1133.72,-20415.7,0,-1133.72,No
6659.07,5293.35,6196.57,-884.87,25,centroid,-630.46,6044.85,-533.06,-20406.52,-116.88,-555.62,-20406.52,-116.88,-555.62,No
5949.77,3899.1,9553.75,-979.47,15,middle,-745.0,5779.69,-790.11,-20311.73,-7.22,-735.15,0,0,-767.63,No
5817.26,3677.39,9892.91,-1128.99,15,centroid,-874.46,5854.45,-885.13,-20267.67,-5.72,-765.6,-19977.02,0,-807.4,No
6178.11,3493.66,12769.49,-913.91,15,centroid,-672.79,6157.76,-699.74,-20262.89,0,-601.74,-20262.89,0,-601.74,No
6008.77,3933.37,9534.33,-1179.78,16,centroid,-867.16,5944.06,-964.78,-20016.2,0,-825.3,-20016.2,0,-825.3,No
5715.27,2634.14,14535.14,-1218.71,15,middle,-850.21,6044.96,-802.34,-19943.42,0,-588.38,-19943.42,0,-588.38,No
5758.63,2033.09,18132.92,-692.7,17,middle,-456.09,5848.41,-486.42,-19831.55,0,-369.71,-19375.58,0,-361.71,No
5862.82,3729.0,10068.89,-840.26,17,middle,-653.31,6084.12,-740.47,-19733.2,-56.34,-572.73,0,0,-533.99,No
5725.27,4393.28,5663.21,-1395.48,23,middle,-1052.1,5847.45,-982.38,-19582.7,-82.69,-980.42,0,0,-1086.62,No
5792.3,3041.05,13212.31,-761.55,15,middle,-474.83,5792.58,-505.75,-19576.55,0,-482.28,-19227.56,0,-501.18,No
5943.27,4939.94,3994.87,-1430.45,15,border,-1061.49,5875.65,-834.4,-19517.67,0,-894.91,-19517.67,0,-894.91,No
5860.85,4582.78,5480.74,-1273.42,14,border,-855.38,5797.25,-906.99,-19423.05,0,-900.58,-19423.05,0,-900.58,No
5985.86,4347.71,7427.1,-1069.17,17,border,-819.82,5872.91,-1100.76,-19246.27,-8.25,-842.21,-19246.27,-8.25,-842.21,No
6089.32,4185.84,8893.21,-873.83,15,centroid,-590.29,5895.42,-657.27,-19227.42,-10.38,-549.95,-18692.64,0,-506.85,No
6071.55,2743.61,16016.28,-872.79,19,border,-655.63,6026.28,-780.3,-18912.17,0,-522.07,-18912.17,0,-522.07,No
6008.03,2355.22,17634.65,-881.18,14,border,-688.15,6122.13,-871.06,-18692.67,0,-691.62,-18692.67,0,-691.62,No
5774.99,4578.86,5327.87,-913.9,17,middle,-663.38,5934.58,-765.67,-12419.2,0,-619.83,-12419.2,0,-619.83,No
6275.34,3931.84,10943.85,-1083.14,18,centroid,-729.55,5934.25,-701.44,-9784.98,0,-547.49,-9784.98,0,-547.49,No
5970.11,4334.79,7411.84,-1070.68,14,middle,-825.3,6004.28,-714.24,0,0,-696.1,0,0,-795.81,No
5618.95,4153.98,6396.91,-1299.11,21,border,-920.18,5809.82,-909.96,0,0,-890.92,0,0,-890.92,No
6428.2,4843.82,7028.73,-1250.41,18,middle,-867.92,5983.44,-875.86,0,0,-846.75,0,0,-846.75,No
5906.86,5092.64,3209.02,-1206.89,15,border,-948.62,6180.3,-968.46,0,0,-926.09,0,0,-959.04,No
6227.86,3542.86,12652.49,-1081.53,15,border,-781.23,6247.43,-885.62,0,0,-758.69,0,0,-762.76,No
6136.07,3939.88,10060.1,-1289.18,16,centroid,-1008.06,6060.85,-952.32,0,0,-1016.54,0,0,-1016.54,No
6050.96,5240.4,2969.17,-1517.07,16,centroid,-1057.97,5937.72,-1061.03,0,0,-1049.33,0,0,-1001.56,No
5660.24,4605.81,4337.6,-1308.35,20,border,-959.66,6129.16,-1032.96,0,0,-947.85,0,0,-947.85,No
5853.95,3557.12,10855.69,-879.81,17,border,-646.0,6060.85,-780.29,0,0,-627.39,0,0,-693.42,No
5705.47,4411.67,5561.91,-1269.96,16,border,-1017.73,6030.03,-1053.57,0,0,-1012.78,0,0,-1012.78,No
5901.7,4202.27,7623.69,-1222.85,16,centroid,-954.61,5903.39,-843.41,0,0,-959.67,0,0,-959.67,No
6154.31,4740.54,6061.58,-1410.17,16,centroid,-1135.8,5871.57,-1103.8,0,0,-1095.27,0,0,-1095.27,No
6679.78,3588.87,14746.23,-991.69,14,centroid,-732.89,6083.22,-662.91,0,0,-717.57,0,0,-697.33,No
6467.73,5761.76,2380.2,-1609.48,16,centroid,-1229.94,5793.17,-1240.19,0,0,-1191.44,0,0,-1198.7,No
6383.34,4666.16,7503.89,-1514.82,14,centroid,-1152.34,5942.31,-1038.24,0,0,-1091.29,0,0,-1091.29,No
6308.52,5289.81,4291.77,-1122.52,19,middle,-786.89,6011.13,-748.4,0,0,-772.44,0,0,-772.44,No
5691.54,4189.02,7080.18,-605.41,17,border,-513.9,5763.39,-546.94,0,0,-487.36,0,0,-487.36,No
6206.09,4075.97,10037.03,-859.05,14,centroid,-602.23,5939.14,-603.99,0,0,-575.85,0,0,-575.85,No
6173.89,4607.98,6898.4,-1303.61,25,border,-977.65,6111.29,-918.89,0,0,-976.42,0,0,-976.42,No
6528.49,4538.42,9161.29,-1104.68,23,centroid,-803.26,6046.55,-876.05,0,0,-779.77,0,0,-779.77,No
5776.37,5536.08,7.0,-1672.22,22,border,-1274.77,5965.49,-1216.85,0,0,-1231.15,0,0,-1237.83,No
5830.93,3865.12,8949.17,-1231.81,15,border,-953.31,5852.33,-737.83,0,0,-946.47,0,0,-946.47,No
6345.66,3710.92,12845.74,-459.19,20,middle,-291.76,6031.47,-319.9,0,0,-300.1,0,0,-300.1,No
4583.8,1354.76,15795.58,-489.49,18,centroid,-346.66,4595.14,-453.45,-3739.9,-16.2,-359.14,-3186.1,-7.79,-360.37,No
4450.05,2347.23,10221.98,-408.97,16,middle,-309.33,4851.01,-345.11,-3710.82,-110.95,-263.23,-3256.94,-108.53,-294.21,No
4544.28,206.18,21544.07,-205.01,16,middle,-112.8,5011.76,-159.23,-3507.04,-15.63,-157.6,-2388.14,0,-165.2,No
4662.38,3092.65,7366.98,-674.35,19,border,-578.4,4676.62,-522.66,-3502.34,-88.11,-524.19,-2940.41,-83.14,-470.84,No
4717.71,1815.09,14084.28,-600.34,15,middle,-514.33,4571.03,-493.37,-3470.73,-44.26,-437.12,-3107.68,-17.95,-425.77,No
4905.69,481.93,22113.9,-6.87,13,centroid,0,4976.63,-37.88,-3460.84,0,0,-3021.75,0,-0.63,No
4804.69,1269.01,17342.09,-470.86,18,centroid,-328.88,4635.59,-288.94,-3454.6,0,-342.36,-2886.5,0,-261.85,No
4828.88,3015.24,8455.58,-857.68,14,centroid,-677.0,4786.0,-622.49,-3452.12,-137.67,-525.67,-2609.14,-83.9,-538.08,No
4561.98,1410.16,15350.72,-571.71,13,middle,-387.07,4562.78,-361.06,-3430.23,0,-399.85,-2859.41,0,-389.03,No
4549.5,2644.34,9405.0,-169.14,21,border,-92.7,4639.43,-131.8,-3428.27,-131.12,-64.1,-3103.87,-84.54,-88.77,No
5128.33,1565.26,17466.27,-488.76,15,centroid,-352.16,4832.3,-366.21,-3427.49,-2.65,-301.81,-3181.11,-10.96,-326.23,No
4685.21,1621.41,14783.46,-749.75,14,border,-554.57,4816.82,-745.76,-3427.48,-36.45,-496.28,-2629.63,-58.53,-601.45,No
